State/UT,District,Population,Male,Female,Literate,Literate_Male,Literate_Female,Households_Rural,Urban_Households,Households,Young_and_Adult,Middle_Aged,Senior_Citizen,Age_Not_Stated
JHARKHAND,Ranchi,2914253.0,1494937.0,1419316.0,0,1085244.0,,420740.0,310242.0,0,,725938.0,409166.0,36856.0
JHARKHAND,Khunti,531885.0,266335.0,265550.0,0,164741.0,119834.0,,,0,327152.0,125649.0,78736.0,348.0
JHARKHAND,Gumla,1025213.0,514390.0,510823.0,0,321795.0,237925.0,216629.0,16445.0,0,643579.0,225871.0,155452.0,311.0
JHARKHAND,Simdega,599578.0,,299269.0,0,191991.0,151492.0,144169.0,11114.0,0,357859.0,143560.0,97817.0,342.0
JHARKHAND,Pashchimi Singhbhum,1502338.0,749385.0,752953.0,0,439273.0,288288.0,336928.0,63396.0,0,960987.0,353305.0,187635.0,411.0
JHARKHAND,Saraikela-Kharsawan,1065056.0,544411.0,520645.0,0,365332.0,247661.0,217248.0,,0,,265892.0,161542.0,2647.0
ODISHA,Bargarh,1481255.0,749161.0,732094.0,0,557217.0,426566.0,411566.0,47395.0,0,787033.0,410005.0,282422.0,1795.0
ODISHA,Jharsuguda,579505.0,296690.0,282815.0,0,228092.0,177787.0,103224.0,73962.0,0,320156.0,159477.0,98555.0,1317.0
ODISHA,Sambalpur,1041099.0,526877.0,514222.0,0,393192.0,310499.0,,94798.0,0,,286575.0,186726.0,2098.0
ODISHA,Debagarh,312520.0,158230.0,154290.0,0,112649.0,85170.0,91408.0,7350.0,0,176062.0,81789.0,53989.0,680.0
ODISHA,Sundargarh,2093437.0,,1032290.0,0,750147.0,592175.0,387911.0,230151.0,0,1188918.0,573238.0,324436.0,6845.0
ODISHA,Kendujhar,1801733.0,906487.0,895246.0,0,605119.0,447399.0,,83664.0,0,1038890.0,472908.0,282751.0,7184.0
ODISHA,Mayurbhanj,2519738.0,1256213.0,1263525.0,0,794171.0,575226.0,689110.0,64479.0,0,1449729.0,650135.0,414076.0,5798.0
ODISHA,Baleshwar,2320529.0,1185787.0,1134742.0,0,902359.0,718873.0,601154.0,82440.0,0,1303828.0,622575.0,390611.0,3515.0
ODISHA,Bhadrak,1506337.0,760260.0,746077.0,0,596269.0,497871.0,,54244.0,0,848660.0,393629.0,260486.0,3562.0
ODISHA,Kendrapara,1440361.0,717814.0,722547.0,0,579970.0,509295.0,414749.0,23494.0,0,771284.0,374559.0,290894.0,3624.0
ODISHA,Jagatsinghapur,1136971.0,577865.0,,0,481049.0,407978.0,309685.0,43047.0,0,577896.0,317148.0,238753.0,3174.0
ODISHA,Cuttack,2624470.0,1352760.0,1271710.0,0,1103033.0,908436.0,579529.0,210768.0,0,1372301.0,743090.0,499895.0,
ODISHA,Jajapur,1827192.0,926034.0,901158.0,0,706396.0,584059.0,495611.0,45528.0,0,1010147.0,479392.0,332706.0,4947.0
ODISHA,Dhenkanal,1192811.0,612593.0,580218.0,0,464093.0,365817.0,,36979.0,0,641697.0,326233.0,222398.0,2483.0
ODISHA,Anugul,1273821.0,,618103.0,0,494425.0,375031.0,340410.0,,0,708493.0,347521.0,213517.0,4290.0
ODISHA,Nayagarh,962789.0,502636.0,460153.0,0,392333.0,296029.0,261646.0,26688.0,0,502136.0,,196994.0,1573.0
ODISHA,Khordha,2251673.0,1167137.0,1084536.0,0,957515.0,792421.0,331834.0,356895.0,0,1199521.0,653346.0,391701.0,7105.0
ODISHA,Puri,1698730.0,865380.0,833350.0,0,704857.0,587082.0,402014.0,72210.0,0,888134.0,477430.0,328666.0,4500.0
ODISHA,Ganjam,3529031.0,,1749813.0,0,1262652.0,947398.0,795476.0,219918.0,0,1980232.0,924756.0,613249.0,10794.0
ODISHA,Gajapati,577817.0,282882.0,294935.0,0,153663.0,108874.0,152095.0,,0,345387.0,144043.0,85072.0,3315.0
ODISHA,Kandhamal,733110.0,359945.0,373165.0,0,233900.0,165886.0,218446.0,24489.0,0,436625.0,177471.0,117777.0,1237.0
ODISHA,Baudh,441162.0,221625.0,219537.0,0,158648.0,112964.0,131377.0,6577.0,0,253467.0,111571.0,75046.0,1078.0
ODISHA,Subarnapur,610183.0,311312.0,298871.0,0,230393.0,168028.0,176927.0,16575.0,0,341561.0,153760.0,113450.0,1412.0
ODISHA,Balangir,1648997.0,830097.0,818900.0,0,545672.0,381588.0,476770.0,62192.0,0,904026.0,430011.0,310876.0,4084.0
ODISHA,Nuapada,610382.0,301962.0,308420.0,0,180903.0,118480.0,197258.0,11869.0,0,344075.0,152681.0,112325.0,1301.0
ODISHA,Kalahandi,1576869.0,787101.0,789768.0,0,484177.0,317859.0,456336.0,38412.0,0,880160.0,415778.0,275533.0,5398.0
ODISHA,Rayagada,967911.0,471960.0,495951.0,0,241959.0,165776.0,237343.0,49205.0,0,577569.0,245766.0,140825.0,3751.0
ODISHA,Nabarangapur,1220946.0,604812.0,616134.0,0,286984.0,183395.0,342840.0,29424.0,0,745206.0,297552.0,171761.0,6427.0
ODISHA,Koraput,1379647.0,678809.0,700838.0,0,340843.0,227247.0,381789.0,78339.0,0,818578.0,348803.0,207206.0,5060.0
ODISHA,Malkangiri,613192.0,303624.0,309568.0,0,147001.0,97705.0,167884.0,15839.0,0,381913.0,146355.0,83284.0,1640.0
CHHATTISGARH,Koriya,658917.0,334737.0,324180.0,0,229923.0,167900.0,121852.0,59763.0,0,399581.0,165022.0,94073.0,241.0
CHHATTISGARH,Surguja,2359886.0,1193129.0,1166757.0,0,694686.0,,,65167.0,0,1441436.0,561915.0,355077.0,1458.0
CHHATTISGARH,Jashpur,851669.0,424747.0,,0,280656.0,214759.0,,20722.0,0,488965.0,214455.0,148100.0,149.0
CHHATTISGARH,Raigarh,1493984.0,750278.0,743706.0,0,542756.0,408883.0,,66638.0,0,841958.0,398257.0,253488.0,281.0
CHHATTISGARH,Korba,1206640.0,612915.0,593725.0,0,433391.0,315368.0,206598.0,,0,,309479.0,166959.0,494.0
CHHATTISGARH,Janjgir - Champa,1619707.0,815717.0,803990.0,0,593679.0,425955.0,379583.0,61190.0,0,975114.0,383172.0,260898.0,523.0
CHHATTISGARH,Bilaspur,2663629.0,1351574.0,1312055.0,0,932474.0,,549632.0,188174.0,0,1625484.0,655032.0,380114.0,2999.0
CHHATTISGARH,Kabeerdham,822526.0,412058.0,410468.0,0,248503.0,165664.0,187311.0,23868.0,0,515971.0,198517.0,107854.0,184.0
CHHATTISGARH,Rajnandgaon,1537133.0,762855.0,774278.0,0,561355.0,447024.0,313604.0,76528.0,0,898915.0,404418.0,233068.0,732.0
CHHATTISGARH,Durg,3343872.0,1682101.0,1661771.0,0,1284612.0,1018766.0,,349741.0,0,1919832.0,898241.0,523656.0,2143.0
CHHATTISGARH,Raipur,4063872.0,2048186.0,2015686.0,0,,1136591.0,673499.0,395001.0,0,,1038155.0,560184.0,11234.0
CHHATTISGARH,Mahasamund,1032754.0,511967.0,520787.0,0,364089.0,273874.0,274793.0,35774.0,0,582544.0,,177826.0,375.0
CHHATTISGARH,Dhamtari,799781.0,397897.0,401884.0,0,303924.0,242909.0,168689.0,41792.0,0,461125.0,213021.0,125429.0,206.0
CHHATTISGARH,Uttar Bastar Kanker,748941.0,373338.0,375603.0,0,258298.0,197744.0,169191.0,24878.0,0,437598.0,197603.0,113450.0,290.0
CHHATTISGARH,Bastar,1413199.0,,714712.0,0,382335.0,268528.0,316425.0,54894.0,0,864272.0,358157.0,189569.0,1201.0
CHHATTISGARH,Narayanpur,139820.0,70104.0,69716.0,0,33449.0,23172.0,26916.0,6179.0,0,91338.0,33956.0,14367.0,159.0
CHHATTISGARH,Dakshin Bastar Dantewada,533638.0,264142.0,269496.0,0,116529.0,74708.0,106545.0,31304.0,0,334987.0,140188.0,58170.0,293.0
CHHATTISGARH,Bijapur,255230.0,128663.0,126567.0,0,54076.0,32843.0,50449.0,7942.0,0,167348.0,63802.0,23927.0,153.0
MADHYA PRADESH,Sheopur,687861.0,361784.0,326077.0,0,208201.0,119824.0,150146.0,26376.0,0,449974.0,155063.0,82416.0,408.0
MADHYA PRADESH,Morena,1965970.0,1068417.0,897553.0,0,747652.0,432033.0,319298.0,95288.0,0,1254302.0,452484.0,257704.0,1480.0
MADHYA PRADESH,Bhind,1703005.0,926843.0,776162.0,0,676513.0,418404.0,271211.0,88385.0,0,1040736.0,399676.0,,4005.0
MADHYA PRADESH,Gwalior,2032036.0,1090327.0,941709.0,0,803114.0,554096.0,172720.0,272172.0,0,1218319.0,519728.0,291451.0,2538.0
MADHYA PRADESH,Datia,786754.0,420157.0,366597.0,0,303815.0,187630.0,160453.0,43401.0,0,473097.0,195131.0,118186.0,340.0
MADHYA PRADESH,Shivpuri,1726050.0,919795.0,806255.0,0,573242.0,327604.0,367859.0,66759.0,0,1106084.0,389652.0,227989.0,2325.0
MADHYA PRADESH,Tikamgarh,1445166.0,760355.0,684811.0,0,,288587.0,322772.0,60220.0,0,898323.0,343824.0,,1144.0
MADHYA PRADESH,Chhatarpur,1762375.0,936121.0,826254.0,0,572010.0,371023.0,375869.0,95048.0,0,1112636.0,394060.0,252417.0,3262.0
MADHYA PRADESH,Panna,1016520.0,533480.0,483040.0,0,332140.0,220419.0,256744.0,32179.0,0,635347.0,235035.0,144827.0,1311.0
MADHYA PRADESH,Sagar,2378458.0,1256257.0,1122201.0,0,908607.0,637112.0,448408.0,165507.0,0,1470688.0,569166.0,335432.0,
MADHYA PRADESH,Damoh,1264219.0,661873.0,602346.0,0,445737.0,301978.0,303387.0,66514.0,0,768929.0,312593.0,181403.0,1294.0
MADHYA PRADESH,Satna,2228935.0,1157495.0,1071440.0,0,801051.0,570730.0,461831.0,114173.0,0,1365647.0,535086.0,326049.0,2153.0
MADHYA PRADESH,Rewa,2365106.0,1225100.0,1140006.0,0,,596185.0,523910.0,94489.0,0,1460075.0,540235.0,362228.0,2568.0
MADHYA PRADESH,Umaria,644758.0,330674.0,314084.0,0,210907.0,145765.0,138100.0,29966.0,0,403030.0,158140.0,82984.0,604.0
MADHYA PRADESH,Neemuch,826067.0,422653.0,403414.0,0,307889.0,200945.0,174235.0,67962.0,0,476995.0,217403.0,131227.0,442.0
MADHYA PRADESH,Mandsaur,1340411.0,682851.0,657560.0,0,502898.0,331693.0,302287.0,81832.0,0,781000.0,346861.0,211815.0,735.0
MADHYA PRADESH,Ratlam,1455069.0,738241.0,716828.0,0,485090.0,340790.0,266716.0,107151.0,0,876905.0,363858.0,213560.0,746.0
MADHYA PRADESH,Ujjain,1986864.0,1016289.0,970575.0,0,730817.0,510173.0,300765.0,188684.0,0,1156749.0,508302.0,320502.0,1311.0
MADHYA PRADESH,Shajapur,1512681.0,780520.0,732161.0,0,543509.0,351103.0,312611.0,73997.0,0,901161.0,369741.0,240768.0,1011.0
MADHYA PRADESH,Dewas,1563715.0,805359.0,758356.0,0,550716.0,374653.0,274995.0,101014.0,0,943954.0,388648.0,230280.0,833.0
MADHYA PRADESH,Dhar,2185793.0,1112725.0,1073068.0,0,638479.0,438859.0,412348.0,103364.0,0,1377326.0,533243.0,273050.0,2174.0
MADHYA PRADESH,Indore,3276697.0,1699627.0,,0,1289631.0,1019499.0,200371.0,587947.0,0,1877270.0,894464.0,493096.0,11867.0
MADHYA PRADESH,Khargone (West Nimar),1873046.0,953121.0,919925.0,0,575428.0,410806.0,383543.0,76620.0,0,1166866.0,450248.0,254570.0,1362.0
MADHYA PRADESH,Barwani,1385881.0,699340.0,686541.0,0,313642.0,236284.0,250358.0,48912.0,0,923665.0,302833.0,158594.0,789.0
MADHYA PRADESH,Rajgarh,1545814.0,790212.0,755602.0,0,488797.0,315448.0,331894.0,69823.0,0,935230.0,363218.0,246447.0,919.0
MADHYA PRADESH,Vidisha,1458875.0,769568.0,689307.0,0,512344.0,350574.0,292579.0,83830.0,0,919239.0,335690.0,203005.0,941.0
MADHYA PRADESH,Bhopal,2371061.0,1236130.0,1134931.0,0,920314.0,740376.0,118893.0,581826.0,0,1405814.0,625594.0,330291.0,
MADHYA PRADESH,Sehore,1311332.0,683743.0,627589.0,0,469208.0,311154.0,270427.0,59220.0,0,817608.0,305605.0,187611.0,508.0
MADHYA PRADESH,Raisen,1331597.0,700358.0,631239.0,0,,341127.0,251272.0,,0,832939.0,316319.0,181524.0,815.0
MADHYA PRADESH,Betul,1575362.0,799236.0,776126.0,0,529783.0,409986.0,318945.0,87704.0,0,938819.0,392728.0,242592.0,1223.0
MADHYA PRADESH,Harda,570465.0,294838.0,275627.0,0,203807.0,148743.0,112714.0,31845.0,0,347774.0,138882.0,83417.0,392.0
MADHYA PRADESH,Hoshangabad,1241350.0,648725.0,592625.0,0,469199.0,341445.0,209650.0,105746.0,0,730768.0,318232.0,191501.0,849.0
MADHYA PRADESH,Katni,1292042.0,662013.0,630029.0,0,460583.0,330190.0,276151.0,72880.0,0,778414.0,,185857.0,1189.0
MADHYA PRADESH,Jabalpur,2463289.0,1277278.0,1186011.0,0,980307.0,776161.0,272284.0,352477.0,0,1387369.0,679185.0,391903.0,4832.0
MADHYA PRADESH,Narsimhapur,1091854.0,568810.0,523044.0,0,413491.0,305294.0,,53059.0,0,620415.0,289560.0,180831.0,1048.0
MADHYA PRADESH,Dindori,704524.0,351913.0,352611.0,0,222759.0,155955.0,218021.0,9774.0,0,419531.0,181841.0,102522.0,630.0
MADHYA PRADESH,Mandla,1054905.0,525272.0,529633.0,0,348033.0,256929.0,279674.0,37258.0,0,614794.0,278553.0,160510.0,1048.0
MADHYA PRADESH,Chhindwara,2090922.0,1064468.0,1026454.0,0,731294.0,562904.0,413142.0,140802.0,0,1232263.0,535316.0,321977.0,1366.0
MADHYA PRADESH,Seoni,1379131.0,695879.0,683252.0,0,485341.0,378853.0,335045.0,47542.0,0,809922.0,363037.0,205237.0,
MADHYA PRADESH,Balaghat,1701698.0,842178.0,859520.0,0,626468.0,521155.0,400074.0,70793.0,0,969773.0,453605.0,276799.0,
MADHYA PRADESH,Guna,1241519.0,649362.0,592157.0,0,400537.0,253443.0,212765.0,72320.0,0,793150.0,285176.0,162104.0,1089.0
MADHYA PRADESH,Ashoknagar,845071.0,443837.0,401234.0,0,290304.0,178805.0,169606.0,37135.0,0,535410.0,,114131.0,758.0
MADHYA PRADESH,Shahdol,1066063.0,540021.0,526042.0,0,348761.0,255433.0,233594.0,57846.0,0,,269145.0,150655.0,644.0
MADHYA PRADESH,Anuppur,749237.0,379114.0,370123.0,0,254120.0,182475.0,,,0,,193520.0,,950.0
MADHYA PRADESH,Sidhi,1127033.0,575912.0,551121.0,0,353030.0,247755.0,,25916.0,0,721531.0,253685.0,150959.0,858.0
MADHYA PRADESH,Singrauli,1178273.0,613637.0,564636.0,0,359923.0,225131.0,228732.0,58593.0,0,771725.0,267189.0,138276.0,1083.0
MADHYA PRADESH,Jhabua,1025048.0,515023.0,510025.0,0,214582.0,137499.0,211080.0,24713.0,0,684200.0,220769.0,119681.0,398.0
MADHYA PRADESH,Alirajpur,728999.0,362542.0,366457.0,0,120905.0,88849.0,135866.0,14662.0,0,488848.0,155328.0,84149.0,674.0
MADHYA PRADESH,Khandwa (East Nimar),1310061.0,674329.0,635732.0,0,432259.0,299356.0,265663.0,63425.0,0,809091.0,313456.0,186928.0,586.0
MADHYA PRADESH,Burhanpur,757847.0,,369343.0,0,233073.0,175606.0,115979.0,62861.0,0,469838.0,181605.0,106034.0,370.0
GUJARAT,Kachchh,2092371.0,1096737.0,995634.0,0,739239.0,513080.0,488293.0,250982.0,0,,524052.0,286086.0,3629.0
GUJARAT,Banas Kantha,3120506.0,1610379.0,1510127.0,0,1048402.0,656521.0,666773.0,137424.0,0,1984701.0,738412.0,394793.0,2600.0
GUJARAT,Patan,1343734.0,694397.0,649337.0,0,494631.0,343282.0,301483.0,102655.0,0,786357.0,341381.0,213465.0,2531.0
GUJARAT,Mahesana,2035064.0,1056520.0,978544.0,0,847499.0,655146.0,476005.0,183738.0,0,1119451.0,,,3603.0
GUJARAT,Sabar Kantha,2428589.0,1244231.0,1184358.0,0,918625.0,660109.0,544024.0,,0,1393131.0,,400905.0,3590.0
GUJARAT,Gandhinagar,1391753.0,723864.0,667889.0,0,582686.0,447808.0,237624.0,195634.0,0,769329.0,391862.0,224886.0,5676.0
GUJARAT,Ahmadabad,7214225.0,3788051.0,3426174.0,0,3025463.0,2410297.0,353169.0,1845383.0,0,3952858.0,2043895.0,1198152.0,19320.0
GUJARAT,Surendranagar,1756268.0,909917.0,846351.0,0,643221.0,450405.0,340788.0,159810.0,0,1033435.0,439352.0,280582.0,2899.0
GUJARAT,Rajkot,3804558.0,1974445.0,1830113.0,0,1514075.0,1210981.0,459474.0,721532.0,0,2080568.0,1052871.0,659576.0,11543.0
GUJARAT,Jamnagar,2160119.0,1114192.0,1045927.0,0,795140.0,601394.0,347158.0,299167.0,0,1220598.0,576319.0,358455.0,4747.0
GUJARAT,Porbandar,585449.0,300209.0,285240.0,0,221621.0,172057.0,96015.0,87557.0,0,314886.0,163777.0,105638.0,1148.0
GUJARAT,Junagadh,2743082.0,,1338726.0,0,1046981.0,795837.0,489237.0,287506.0,0,1527888.0,749156.0,461650.0,4388.0
GUJARAT,Amreli,1514190.0,771049.0,743141.0,0,558180.0,437279.0,313714.0,116899.0,0,836343.0,389892.0,282409.0,5546.0
GUJARAT,Bhavnagar,2880365.0,,1390164.0,0,1087371.0,799884.0,387251.0,356826.0,0,1708938.0,720241.0,445121.0,6065.0
GUJARAT,Anand,2092745.0,1087224.0,1005521.0,0,874481.0,676772.0,413078.0,208909.0,0,1134962.0,585093.0,366419.0,6271.0
GUJARAT,Kheda,2299885.0,,1114158.0,0,942480.0,717763.0,461479.0,160547.0,0,1260660.0,628221.0,388646.0,22358.0
GUJARAT,Panch Mahals,2390776.0,1226961.0,1163815.0,0,858054.0,582751.0,463363.0,104238.0,0,1421859.0,599925.0,363391.0,
GUJARAT,Dohad,2127086.0,1068651.0,1058435.0,0,599035.0,408136.0,323697.0,52807.0,0,1402616.0,467115.0,252153.0,5202.0
GUJARAT,Vadodara,4165626.0,2153736.0,2011890.0,0,1614087.0,1278993.0,547454.0,692971.0,0,2213474.0,1190041.0,733710.0,28401.0
GUJARAT,Narmada,590297.0,301086.0,289211.0,0,211767.0,158569.0,138121.0,22248.0,0,336830.0,157910.0,93466.0,2091.0
GUJARAT,Bharuch,1551019.0,805707.0,745312.0,0,623047.0,495229.0,,181319.0,0,844298.0,442523.0,254728.0,9470.0
GUJARAT,The Dangs,228291.0,113821.0,114470.0,0,77314.0,63654.0,52102.0,7516.0,0,146095.0,51821.0,30027.0,348.0
GUJARAT,Navsari,1329672.0,678165.0,651507.0,0,539471.0,462438.0,267739.0,141417.0,0,673014.0,390349.0,258957.0,7352.0
GUJARAT,Valsad,1705678.0,887222.0,818456.0,0,655528.0,515129.0,,235981.0,0,944532.0,485874.0,259906.0,15366.0
GUJARAT,Surat,6081322.0,3402224.0,2679098.0,0,2687468.0,1883942.0,369840.0,1529998.0,0,3563443.0,1740746.0,723415.0,53718.0
GUJARAT,Tapi,807022.0,402188.0,404834.0,0,269007.0,221029.0,192272.0,,0,422047.0,235019.0,144575.0,5381.0
DAMAN AND DIU,Diu,52074.0,25642.0,26432.0,0,20327.0,17731.0,9788.0,9062.0,0,30475.0,13932.0,7599.0,68.0
DAMAN AND DIU,Daman,191173.0,124659.0,66514.0,0,104316.0,46032.0,,61073.0,0,122589.0,52868.0,15428.0,288.0
DADRA AND NAGAR HAVELI,Dadra AND Nagar Haveli,343709.0,193760.0,149949.0,0,142521.0,80709.0,48221.0,60562.0,0,225103.0,87888.0,30346.0,372.0
MAHARASHTRA,Nandurbar,1648295.0,833170.0,815125.0,0,512099.0,394410.0,333440.0,71572.0,0,1011352.0,390419.0,241534.0,4990.0
MAHARASHTRA,Dhule,2050862.0,1054031.0,996831.0,0,723388.0,570528.0,382777.0,146013.0,0,1167569.0,513908.0,350747.0,18638.0
MAHARASHTRA,Jalgaon,4229917.0,2197365.0,2032552.0,0,1629223.0,1262659.0,796223.0,373565.0,0,2352671.0,1080237.0,763529.0,33480.0
MAHARASHTRA,Buldana,2586258.0,1337560.0,1248698.0,0,1048892.0,830982.0,575405.0,152787.0,0,1467457.0,,473071.0,3890.0
MAHARASHTRA,Akola,1813906.0,932334.0,881572.0,0,758977.0,652304.0,308158.0,196077.0,0,998769.0,483200.0,327932.0,4005.0
MAHARASHTRA,Washim,1197160.0,620302.0,,0,487703.0,382214.0,274925.0,55921.0,0,682919.0,302425.0,210185.0,1631.0
MAHARASHTRA,Amravati,2888445.0,1480768.0,1407677.0,0,1207104.0,,,272894.0,0,1540590.0,783549.0,553265.0,11041.0
MAHARASHTRA,Wardha,1300774.0,668385.0,632389.0,0,552617.0,466841.0,268486.0,120218.0,0,659540.0,370227.0,270107.0,900.0
MAHARASHTRA,Nagpur,4653570.0,2384975.0,2268595.0,0,1959220.0,1714588.0,430844.0,877522.0,0,2460820.0,1361821.0,818467.0,12462.0
MAHARASHTRA,Bhandara,1200334.0,,594814.0,0,488709.0,411151.0,283843.0,72575.0,0,626978.0,333120.0,232754.0,7482.0
MAHARASHTRA,Gondiya,1322507.0,661554.0,660953.0,0,542837.0,461406.0,319702.0,66813.0,0,704214.0,371908.0,244111.0,2274.0
MAHARASHTRA,Gadchiroli,1072942.0,541328.0,531614.0,0,395110.0,313255.0,293586.0,37254.0,0,605217.0,289448.0,175518.0,2759.0
MAHARASHTRA,Chandrapur,2204307.0,1123834.0,1080473.0,0,872565.0,706050.0,451324.0,233331.0,0,1163802.0,629890.0,403719.0,6896.0
MAHARASHTRA,Yavatmal,2772348.0,1419965.0,1352383.0,0,1115980.0,906594.0,629243.0,168889.0,0,1549263.0,733258.0,483813.0,
MAHARASHTRA,Nanded,3361292.0,1730075.0,1631217.0,0,,934203.0,591119.0,230563.0,0,2008314.0,809135.0,535827.0,
MAHARASHTRA,Hingoli,1177345.0,606294.0,571051.0,0,450551.0,340192.0,242456.0,41913.0,0,692117.0,281905.0,201828.0,1495.0
MAHARASHTRA,Parbhani,1836086.0,,893216.0,0,666291.0,491523.0,293480.0,133759.0,0,1078349.0,436486.0,313455.0,7796.0
MAHARASHTRA,Jalna,1959046.0,1011473.0,947573.0,0,,496095.0,404746.0,98084.0,0,1150104.0,454836.0,341479.0,12627.0
MAHARASHTRA,Aurangabad,3701282.0,1924469.0,1776813.0,0,1430936.0,1072901.0,551789.0,427343.0,0,,909771.0,571932.0,7583.0
MAHARASHTRA,Nashik,6107187.0,3157186.0,2950001.0,0,2397538.0,,904661.0,764271.0,0,3580633.0,1567252.0,948469.0,10833.0
MAHARASHTRA,Thane,11060148.0,5865078.0,5195070.0,0,4591396.0,3635765.0,713994.0,2904157.0,0,6184519.0,3241888.0,1579921.0,53820.0
MAHARASHTRA,Mumbai Suburban,9356962.0,5031323.0,4325639.0,0,,3352456.0,0.0,3078829.0,0,,2812001.0,1575566.0,33035.0
MAHARASHTRA,Mumbai,3085411.0,1684608.0,1400803.0,0,1410680.0,1098342.0,0.0,,0,1553005.0,933586.0,583243.0,15577.0
MAHARASHTRA,Raigarh,2634200.0,1344345.0,1289855.0,0,1059692.0,880302.0,581868.0,377160.0,0,1414154.0,748339.0,462741.0,8966.0
MAHARASHTRA,Pune,9429408.0,4924105.0,4505303.0,0,3940210.0,3231513.0,1165718.0,2056739.0,0,5184734.0,2624165.0,1586132.0,34377.0
MAHARASHTRA,Ahmadnagar,4543159.0,2342825.0,2200334.0,0,1773355.0,1378535.0,1041393.0,282011.0,0,,1166245.0,865139.0,15215.0
MAHARASHTRA,Bid,2585049.0,1349106.0,1235943.0,0,987185.0,731322.0,563114.0,135457.0,0,1473882.0,614615.0,494436.0,2116.0
MAHARASHTRA,Latur,2454196.0,1273140.0,1181056.0,0,932432.0,718240.0,428616.0,157016.0,0,1406364.0,584243.0,453229.0,10360.0
MAHARASHTRA,Osmanabad,1657576.0,861535.0,796041.0,0,644304.0,493506.0,367158.0,77832.0,0,917343.0,393539.0,343021.0,3673.0
MAHARASHTRA,Solapur,4317756.0,2227852.0,2089904.0,0,1651266.0,1259410.0,779929.0,376302.0,0,2402794.0,1089900.0,809935.0,15127.0
MAHARASHTRA,Satara,3003741.0,1510842.0,1492899.0,0,1201034.0,1024660.0,774522.0,200949.0,0,1517324.0,800492.0,671702.0,14223.0
MAHARASHTRA,Ratnagiri,1615069.0,761121.0,853948.0,0,619012.0,580380.0,538538.0,100824.0,0,777431.0,438905.0,,1766.0
MAHARASHTRA,Sindhudurg,849651.0,417332.0,432319.0,0,348289.0,317778.0,295847.0,44989.0,0,382024.0,242296.0,222963.0,2368.0
MAHARASHTRA,Kolhapur,3876001.0,1980658.0,1895343.0,0,1559760.0,1266085.0,,382818.0,0,1972486.0,1084858.0,801590.0,17067.0
MAHARASHTRA,Sangli,2822143.0,1435728.0,1386415.0,0,1121550.0,,626872.0,226801.0,0,1450907.0,752303.0,603739.0,15194.0
TELANGANA,Adilabad,2741239.0,,1371642.0,0,856350.0,626997.0,,220248.0,0,1536378.0,704551.0,422522.0,77788.0
TELANGANA,Nizamabad,2551335.0,1250641.0,1300694.0,0,790214.0,599596.0,565165.0,155133.0,0,1399773.0,676401.0,437573.0,37588.0
TELANGANA,Karimnagar,3776269.0,1880800.0,1895469.0,0,1257238.0,949591.0,877236.0,288044.0,0,1940234.0,1031735.0,728494.0,75806.0
TELANGANA,Medak,3033288.0,1523030.0,1510258.0,0,953406.0,683731.0,593653.0,195479.0,0,1735769.0,779738.0,509368.0,8413.0
TELANGANA,Hyderabad,3943323.0,2018575.0,1924748.0,0,1542688.0,1349467.0,0.0,1066289.0,0,2249130.0,1068243.0,542669.0,83281.0
TELANGANA,Rangareddy,5296741.0,2701008.0,2595733.0,0,1948784.0,1589244.0,432098.0,1129224.0,0,2966988.0,1455864.0,738037.0,135852.0
TELANGANA,Mahbubnagar,4053028.0,2050386.0,2002642.0,0,1158386.0,782260.0,848963.0,161052.0,0,2360874.0,1027525.0,637430.0,27199.0
TELANGANA,Nalgonda,3488809.0,1759772.0,1729037.0,0,1160757.0,840262.0,833504.0,197433.0,0,1932349.0,897137.0,651748.0,7575.0
TELANGANA,Warangal,3512576.0,1759281.0,1753295.0,0,1179790.0,885233.0,758738.0,288249.0,0,1891954.0,941452.0,664872.0,14298.0
TELANGANA,Khammam,2797370.0,1390988.0,1406382.0,0,901640.0,728594.0,669262.0,201363.0,0,1530602.0,774583.0,477955.0,14230.0
ANDHRA PRADESH,Srikakulam,2703114.0,1341738.0,1361376.0,0,857824.0,637557.0,752752.0,149684.0,0,1423119.0,747385.0,528736.0,3874.0
ANDHRA PRADESH,Vizianagaram,2344474.0,1161477.0,1182997.0,0,707503.0,530885.0,592458.0,157056.0,0,,666394.0,451469.0,20245.0
ANDHRA PRADESH,Visakhapatnam,4290589.0,2138910.0,2151679.0,0,1422878.0,1145371.0,718847.0,660493.0,0,2274553.0,1245627.0,716066.0,54343.0
ANDHRA PRADESH,East Godavari,5154296.0,2569688.0,2584608.0,0,1716933.0,1571644.0,1199479.0,406362.0,0,2724328.0,1478954.0,948122.0,2892.0
ANDHRA PRADESH,West Godavari,3936966.0,1964918.0,1972048.0,0,1379223.0,1273166.0,1007255.0,248373.0,0,2051513.0,1127764.0,755533.0,2156.0
ANDHRA PRADESH,Krishna,4517398.0,2267375.0,2250023.0,0,1598959.0,1410759.0,909292.0,567042.0,0,2340943.0,1284630.0,833959.0,57866.0
ANDHRA PRADESH,Guntur,4887813.0,2440521.0,2447292.0,0,1634726.0,1325715.0,1069877.0,513113.0,0,2583462.0,1371811.0,928462.0,4078.0
ANDHRA PRADESH,Prakasam,3397448.0,1714764.0,,0,1107686.0,796749.0,873486.0,,0,1832695.0,917391.0,641707.0,5655.0
